Internal SKU,Brand/Vendor,Product Type,Product Title,Price (USD)
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim Foundation Pant in Organic Stone,106.25
INF-TYS-MOR-2026,Taylor Stitch,Bottoms,The Morse Pant in Sand Slub,64.0
INF-TYS-MOR-2026,Taylor Stitch,Bottoms,The Morse Pant in Russet Slub,61.0
INF-TYS-MOR-2026,Taylor Stitch,Bottoms,The Morse Pant in Dark Charcoal Slub,61.0
INF-TYS-SHA-2026,Taylor Stitch,Knits,The Shackleton Hoodie in Russet,65.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Dark Slate Heavy Bag,68.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Russet Heavy Bag,108.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Dark Charcoal Heavy Bag,108.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Sky Blue Chambray Stripe,65.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Navy Plaid,75.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Midnight Slub,100.0
INF-TYS-RES-2026,Taylor Stitch,Outerwear,The Reserve Shirt in Khaki Herringbone,150.4
INF-TYS-OJA-2026,Taylor Stitch,Outerwear,The Ojai Jacket in Sawyer Wash Selvage,152.6
INF-TYS-WOR-2026,Taylor Stitch,Outerwear,The Workhorse Hoodie in Sand Boss Duck,178.0
INF-TYS-WOR-2026,Taylor Stitch,Outerwear,The Workhorse Jacket in Marlowe Wash Denim,148.8
INF-TYS-DAL-2026,Taylor Stitch,Outerwear,The Dalton Jacket in Rust,208.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Ringer Tee in Aluminum,40.0
INF-TYS-SHO-2026,Taylor Stitch,Knits,The Short Sleeve Heavy Bag Henley in Sand,42.5
INF-TYS-SHO-2026,Taylor Stitch,Knits,The Short Sleeve Heavy Bag Henley in Aluminum,25.0
INF-TYS-SHO-2026,Taylor Stitch,Knits,The Short Sleeve Heavy Bag Henley in Dark Navy,42.5
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Tee in Dark Slate,35.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Tee in Russet,38.25
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Tee in Black,25.0
INF-TYS-BRU-2026,Taylor Stitch,Knits,The Brume Sweater in Navy Birdseye,108.0
INF-TYS-MOO-2026,Taylor Stitch,Knits,The Moor Sweater in Dusty Rose,138.0
INF-TYS-MOO-2026,Taylor Stitch,Knits,The Moor Sweater in Washed Indigo,98.0
INF-TYS-ATE-2026,Taylor Stitch,Bottoms,The Atelier and Repairs Chino in Olive,188.0
INF-TYS-ATE-2026,Taylor Stitch,Bottoms,The Atelier and Repairs Chino in British Khaki,188.0
INF-TYS-ATE-2026,Taylor Stitch,Wovens,The Atelier and Repairs Jack in Washed Blue Oxford,178.0
INF-TYS-ATE-2026,Taylor Stitch,Wovens,The Atelier and Repairs Jack in Washed White Oxford,195.0
INF-TYS-RYD-2026,Taylor Stitch,Outerwear,The Ryder Jacket in Yoshiwa Mills Olive,190.4
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Japanese Kuroki Natural Nep,150.4
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic Jean in Matsuba Selvage,148.0
INF-TYS-BDU-2026,Taylor Stitch,Outerwear,The BDU Shirt Jacket in Indigo Slub,150.0
INF-TYS-EVE-2026,Taylor Stitch,Knits,The Everett Sweater in Black Birdseye,115.0
INF-TYS-RIP-2026,Taylor Stitch,Outerwear,The Riptide Jacket in Indigo Slub,88.0
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Short Sleeve California in Olive Pique,68.0
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Short Sleeve California in Rust Pique,88.0
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Tee in Sunburn,28.0
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Tee in Rust,30.0
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Tee in Olive,24.0
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Tee in Espresso Todo Chido,30.0
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Tee in Canary Eagle,30.0
INF-TYS-APR-2026,Taylor Stitch,Bottoms,The Apres Pant in Charcoal Double Cloth ('21),98.0
INF-TYS-HEA-2026,None,Knits,The Heavy Bag Waffle Henley in Ash,48.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Tee in Motor Club,30.0
INF-TYS-BAL-2026,Taylor Stitch,Accessories,The Ball Cap in Espresso Dry Wax,32.3
INF-TYS-BAL-2026,Taylor Stitch,Accessories,The Ball Cap in Stone Boss Duck,38.0
INF-TYS-BAL-2026,Taylor Stitch,Accessories,The Ball Cap in Tobacco Boss Duck,19.0
INF-TYS-BAL-2026,Taylor Stitch,Accessories,The Ball Cap in Organic Denim,26.6
INF-TYS-SAN-2026,Taylor Stitch,Footwear,The Sano Slip-On in Rust Boss Duck,78.0
INF-TYS-SAN-2026,Taylor Stitch,Footwear,The Sano Slip-On in Gold Boss Duck,78.0
INF-TYS-VIS-2026,Taylor Stitch,Footwear,The Vista Sneaker in Natural Boss Duck,88.0
INF-TYS-VIS-2026,Taylor Stitch,Footwear,The Vista Sneaker in Gold Boss Duck,78.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Coal Herringbone Check,68.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Ash Jaspe,88.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Brushed Red Plaid,82.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Salt and Pepper Twill,108.0
INF-TYS-CRA-2026,Taylor Stitch,Wovens,The Crater Shirt in Engine Plaid,102.4
INF-TYS-EXP-2026,Taylor Stitch,Wovens,The Explorer Shirt in Burgundy Herringbone Wool,118.4
INF-TYS-EXP-2026,Taylor Stitch,Wovens,The Explorer Shirt in Coal Herringbone Wool,118.4
INF-TYS-SHE-2026,Taylor Stitch,Bottoms,The Sheffield Trouser in Coal Cord,89.0
INF-TYS-SHE-2026,Taylor Stitch,Outerwear,The Sheffield Sportcoat in Coal Slub Check,278.4
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Tee in Flower Power,30.0
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Tee in Steel Blue,30.0
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Tee in Forest,30.0
INF-TYS-WES-2026,Taylor Stitch,Wovens,The Western Shirt in Better Together,72.5
INF-TYS-SEA-2026,Taylor Stitch,Knits,The Seawall Hand-knit Sweater in Coal,398.0
INF-TYS-WAF-2026,Taylor Stitch,Accessories,The Waffle Beanie in Coal Merino,68.0
INF-TYS-MER-2026,Taylor Stitch,Accessories,The Merino Sock in Olive Stripe,22.5
INF-TYS-MER-2026,Taylor Stitch,Accessories,The Merino Sock in Natural Stripe,22.5
INF-TYS-MER-2026,Taylor Stitch,Accessories,The Merino Sock in Charcoal Dot,22.5
INF-TYS-MER-2026,Taylor Stitch,Accessories,The Merino Sock in Maroon Dot,22.5
INF-TYS-MER-2026,Taylor Stitch,Accessories,The Merino Sock in Black Dot,22.5
INF-TYS-MER-2026,Taylor Stitch,Accessories,The Merino Sock in Olive,32.0
INF-TYS-MER-2026,Taylor Stitch,Accessories,The Merino Sock in Maroon,22.5
INF-TYS-MER-2026,Taylor Stitch,Accessories,The Merino Sock in Charcoal,32.0
INF-TYS-MER-2026,Taylor Stitch,Accessories,The Merino Sock in Navy,32.0
INF-TYS-MER-2026,Taylor Stitch,Accessories,The Merino Sock in Black,32.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Sky Plaid,100.0
INF-TYS-ROB-2026,Taylor Stitch,Accessories,The Robe in Indigo Slub,148.0
INF-TYS-WEE-2026,Taylor Stitch,Knits,The Weekend Crewneck in Navy Boiled Wool,108.0
INF-TYS-FIL-2026,Taylor Stitch,Knits,The Fillmore Hoodie in Ash Double Knit,78.0
INF-TYS-WEE-2026,Taylor Stitch,Bottoms,The Weekend Pant in Navy Boiled Wool,108.0
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic Foundation Pant in Olive Cord,100.0
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic Foundation Pant in Espresso Cord,88.0
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim Foundation Pant in Espresso Cord,78.0
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic Jean in Black 3-Month Wash Selvage,100.8
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim Jean in Black 3-Month Wash Selvage,84.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Rust Plaid,100.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Gravel Check,100.0
INF-TYS-WES-2026,Taylor Stitch,Wovens,The Western Shirt in Coal Pincord,78.0
INF-TYS-WES-2026,Taylor Stitch,Wovens,The Western Shirt in Rust Pincord,62.5
INF-TYS-WES-2026,Taylor Stitch,Wovens,The Western Shirt in Natural Pincord,98.0
INF-TYS-MAR-2026,Taylor Stitch,Wovens,The Maritime Shirt Jacket in Navy Wool,150.4
INF-TYS-MAR-2026,Taylor Stitch,Wovens,The Maritime Shirt Jacket in Espresso Plaid Wool,150.4
INF-TYS-OJA-2026,Taylor Stitch,Outerwear,The Ojai Jacket in Garnet Plaid Wool,198.4
INF-TYS-OJA-2026,Taylor Stitch,Outerwear,The Ojai Jacket in Espresso Herringbone Wool,188.0
INF-TYS-WES-2026,Taylor Stitch,Outerwear,The Western Shirt in Espresso Suede,558.4
INF-TYS-LIN-2026,Taylor Stitch,Outerwear,The Lined Long Haul Jacket in Sand Suede,798.4
INF-TYS-LIN-2026,Taylor Stitch,Outerwear,The Lined Long Haul Jacket in Green Cast Denim,178.0
INF-TYS-WHI-2026,Taylor Stitch,Outerwear,The Whitney Parka in Navy,278.6
INF-TYS-WHI-2026,Taylor Stitch,Outerwear,The Whitney Parka in Dusty Orange,278.6
INF-TYS-CAM-2026,Taylor Stitch,Bottoms,The Camp Pant in Navy Nep Wool,103.6
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic All Day Pant in Espresso Selvage,108.0
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic All Day Pant in British Khaki Selvage,108.0
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim All Day Pant in Espresso Selvage,88.0
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim All Day Pant in British Khaki Selvage,108.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Ash Double Cloth,98.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Coal Double Cloth,100.0
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in York Plaid,78.0
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Espresso Plaid,88.0
INF-TYS-SER-2026,Taylor Stitch,Wovens,The Service Shirt in Port Melange Wool,118.0
INF-TYS-SER-2026,Taylor Stitch,Wovens,The Service Shirt in Ash Melange Wool,94.0
INF-TYS-SER-2026,Taylor Stitch,Wovens,The Service Shirt in Moss Melange Wool,108.0
INF-TYS-WOR-2026,Taylor Stitch,Outerwear,The Workhorse Vest in Coal Boss Duck,118.8
INF-TYS-LIN-2026,Taylor Stitch,Outerwear,The Lined Shop Shirt in Woodland Camo Boss Duck,174.4
INF-TYS-LIN-2026,Taylor Stitch,Outerwear,The Lined Shop Shirt in Tobacco Boss Duck,178.0
INF-TYS-POR-2026,Taylor Stitch,Outerwear,The Port Jacket in Espresso Marl,188.0
INF-TYS-OJA-2026,Taylor Stitch,Outerwear,The Ojai Jacket in Washed Indigo Herringbone,158.4
INF-TYS-NEL-2026,Taylor Stitch,Accessories,The Nelson in Vintage Tortoise,298.0
INF-TYS-QUI-2026,Taylor Stitch,Outerwear,The Quilted Bomber Vest in Olive Dry Wax,152.0
INF-TYS-LOD-2026,Taylor Stitch,Accessories,The Lodge Scarf in Heather Oat,70.4
INF-TYS-LOD-2026,Taylor Stitch,Accessories,The Lodge Scarf in Heather Forest,70.4
INF-TYS-LOD-2026,Taylor Stitch,Accessories,The Lodge Scarf in Heather Charcoal,62.0
INF-TYS-LOD-2026,Taylor Stitch,Accessories,The Lodge Beanie in Heather Dark Burgundy,46.4
INF-TYS-LOD-2026,Taylor Stitch,Accessories,The Lodge Beanie in Heather Oat,46.4
INF-TYS-LOD-2026,Taylor Stitch,Accessories,The Lodge Beanie in Heather Forest,46.4
INF-TYS-LOD-2026,Taylor Stitch,Accessories,The Lodge Beanie in Heather Charcoal,46.4
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Henley in Engine,45.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Henley in Timber,54.4
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Tee in Rust,30.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Tee in Timber,36.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Waffle Crewneck in Engine,48.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Waffle Crewneck in Olive,58.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Waffle Crewneck in Aluminum,58.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Waffle Henley in Coal,58.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Waffle Henley in Navy,45.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Waffle Henley in Natural,50.0
INF-TYS-LOD-2026,Taylor Stitch,Knits,The Lodge Sweater in Heather Oat,134.0
INF-TYS-LOD-2026,Taylor Stitch,Knits,The Lodge Sweater in Heather Forest,168.0
INF-TYS-LOD-2026,Taylor Stitch,Knits,The Lodge Sweater in Heather Dark Burgundy,168.0
INF-TYS-BOM-2026,Taylor Stitch,Outerwear,The Bomber Jacket in Waxed Olive,198.0
INF-TYS-LON-2026,Taylor Stitch,Outerwear,The Long Haul Jacket in Hand-Dyed Indigo,298.0
INF-TYS-BOT-2026,Taylor Stitch,Knits,The Botanical Dye Tee in Indigo,58.0
INF-TYS-BOT-2026,Taylor Stitch,Knits,The Botanical Dye Tee in Rust,58.0
INF-TYS-BOT-2026,Taylor Stitch,Knits,The Botanical Dye Tee in Moss,48.0
INF-TYS-BOT-2026,Taylor Stitch,Knits,The Botanical Dye Tee in Grey,58.0
INF-TYS-BOT-2026,Taylor Stitch,Knits,The Botanical Dye Tee in Ochre,68.0
INF-TYS-TRA-2026,Taylor Stitch,Shorts,The Traverse Short in Wine,68.0
INF-TYS-CRA-2026,Taylor Stitch,Knits,The Crawford Sweater in Burgundy,134.4
INF-TYS-QUI-2026,Taylor Stitch,Outerwear,The Quilted Bomber Jacket in Espresso,248.0
INF-TYS-MER-2026,Taylor Stitch,Knits,The Merino Tee in Wine,68.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Pebble Plaid,100.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Moss Plaid,78.0
INF-TYS-MER-2026,Taylor Stitch,Accessories,The Merino Sock in Navy Stripe,22.5
INF-TYS-PLE-2026,Taylor Stitch,Accessories,The Pleated Mask in SF Map Print,16.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Waffle Long Sleeve in Natural Archive,68.0
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Black,125.0
INF-TYS-WOR-2026,None,Accessories,The Work Apron in Cone Mills Reserve Selvage,68.0
INF-TYS-MOT-2026,Taylor Stitch,Outerwear,The Moto Jacket in Loden Steerhide,860.0
INF-TYS-LON-2026,Taylor Stitch,Outerwear,The Long Haul Jacket in Organic '68 Selvage,148.0
INF-TYS-APR-2026,Taylor Stitch,Shorts,The Après Short in Rain Drop Camo,58.0
INF-TYS-CAM-2026,Taylor Stitch,Bottoms,The Camp Pant in Heather Grey Wool,88.0
INF-TYS-BEA-2026,None,Accessories,The Beanie in Navy Baby Yak,48.0
INF-TYS-BEA-2026,None,Accessories,The Beanie in Chocolate Baby Yak,48.0
INF-TYS-BOM-2026,None,Outerwear,The Bomber Jacket in Olive Wool,148.0
INF-TYS-WIL-2026,None,Accessories,The Wildland Heroes Firefighter Blanket in Golden State,298.0
INF-TYS-BRO-2026,Taylor Stitch,Outerwear,The Brother Moto Lined Shop Shirt in Be Fast,218.0
INF-TYS-MER-2026,Taylor Stitch,Knits,The Merino Tee in Heather Saffron,68.0
INF-TYS-MER-2026,Taylor Stitch,Knits,The Merino Tee in Heather Espresso,68.0
INF-TYS-CAM-2026,Taylor Stitch,Bottoms,The Camp Short in Navy Herringbone,62.0
INF-TYS-APR-2026,Taylor Stitch,Bottoms,The Apres Pant in Indigo Slub,88.0
INF-TYS-HUD-2026,Taylor Stitch,Knits,The Hudson Sweater in Walnut,134.4
INF-TYS-WHA-2026,Taylor Stitch,Knits,The Wharf Sweater in Dark Olive,148.0
INF-TYS-CRA-2026,Taylor Stitch,Wovens,The Crater Shirt in Ivory Plaid,128.0
INF-TYS-BOM-2026,Taylor Stitch,Outerwear,The Bomber Jacket in Whiskey Suede,638.4
INF-TYS-APR-2026,Taylor Stitch,Bottoms,The Apres Pant in Indigo Waffle,118.0
INF-TYS-TRA-2026,Taylor Stitch,Shorts,The Traverse Short in Navy,78.0
INF-TYS-PAR-2026,Taylor Stitch,Outerwear,The Park Bomber in Navy,182.4
INF-TYS-OVE-2026,Taylor Stitch,Wovens,The Over Shirt in Wine,108.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Long Sleeve in Natural,68.0
INF-TYS-SHO-2026,Taylor Stitch,Knits,The Shoreline Henley in High Rise,78.0
INF-TYS-EXP-2026,None,Wovens,The Explorer Shirt in Tan Plaid,98.0
INF-TYS-EXP-2026,None,Wovens,The Explorer Shirt in Charcoal Herringbone,98.0
INF-TYS-LIN-2026,Taylor Stitch,Outerwear,The Lined Watts Jacket in Olive,238.4
INF-TYS-DEC-2026,Taylor Stitch,Outerwear,The Decker Jacket in Charcoal Quilt,228.0
INF-TYS-FIE-2026,Taylor Stitch,Outerwear,The Field Jacket in Camo,199.0
INF-TYS-FIE-2026,Taylor Stitch,Outerwear,The Field Jacket in Midnight,318.4
INF-TYS-DIS-2026,Taylor Stitch,Outerwear,The Dispatch Jacket in Navy Jaspe,182.4
INF-TYS-DEC-2026,Taylor Stitch,Outerwear,The Decker Jacket in Navy Wool Beach Cloth,182.4
INF-TYS-WOR-2026,Taylor Stitch,Outerwear,The Workhorse Jacket in Coal Boss Duck,159.6
INF-TYS-LON-2026,Taylor Stitch,Outerwear,The Long Haul Jacket in 18-Month Wash Organic Selvage,158.0
INF-TYS-WHA-2026,Taylor Stitch,Knits,The Wharf Sweater in Burgundy,107.0
INF-TYS-VEN-2026,Taylor Stitch,Knits,The Ventana Sweater in Navy,182.0
INF-TYS-POR-2026,Taylor Stitch,Knits,The Portola Hoodie in Aluminum,148.0
INF-TYS-CRA-2026,Taylor Stitch,Knits,The Crawford Sweater in Marled Navy,134.4
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Waffle Short Sleeve in Aluminum,40.5
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Waffle Short Sleeve in Deep Ocean,46.4
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Waffle Short Sleeve in Burgundy,46.4
INF-TYS-DOU-2026,Taylor Stitch,Knits,The Double Knit Sweater in Forest,108.0
INF-TYS-DOU-2026,Taylor Stitch,Knits,The Double Knit Sweater in British Khaki,108.0
INF-TYS-DOU-2026,Taylor Stitch,Knits,The Double Knit Sweater in Charcoal,108.0
INF-TYS-FIL-2026,Taylor Stitch,Knits,The Fillmore Crewneck in Saffron Terry,64.0
INF-TYS-FIL-2026,Taylor Stitch,Knits,The Fillmore Crewneck in Dark Olive Terry,98.0
INF-TYS-FIL-2026,Taylor Stitch,Knits,The Fillmore Crewneck in Coal Terry,68.6
INF-TYS-FIL-2026,Taylor Stitch,Knits,The Fillmore Hoodie in Saffron Terry,94.4
INF-TYS-FIL-2026,Taylor Stitch,Knits,The Fillmore Hoodie in Burgundy Terry,82.6
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Henley in Espresso,54.4
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Henley in Burgundy,38.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Tee in Saffron,38.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Tee in Burgundy,38.4
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Heavy Bag Tee in Espresso,36.0
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic All Day Pant in British Khaki Cord,82.0
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic All Day Pant in Espresso Cord,88.0
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic All Day Pant in Coal Cord,88.0
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim All Day Pant in British Khaki Cord,82.0
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim All Day Pant in Espresso Cord,88.0
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim All Day Pant in Coal Cord,88.0
INF-TYS-CAM-2026,Taylor Stitch,Bottoms,The Camp Pant in Stone Boss Duck,64.0
INF-TYS-CAM-2026,Taylor Stitch,Bottoms,The Camp Pant in Tobacco Boss Duck,64.0
INF-TYS-CAM-2026,Taylor Stitch,Bottoms,The Camp Pant in Coal Boss Duck,76.8
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic Jean in 18-Month Wash Organic Selvage,152.0
INF-TYS-CAR-2026,Taylor Stitch,Bottoms,The Carmel Pant in Navy Wool,178.0
INF-TYS-CAR-2026,Taylor Stitch,Bottoms,The Carmel Pant in Charcoal Birdseye Wool,142.4
INF-TYS-CAM-2026,Taylor Stitch,Bottoms,The Camp Pant in Navy Jaspe,92.0
INF-TYS-FIL-2026,Taylor Stitch,Bottoms,The Fillmore Pant in Burgundy Terry,64.0
INF-TYS-FIL-2026,Taylor Stitch,Bottoms,The Fillmore Pant in Dark Olive Terry,98.0
INF-TYS-FIL-2026,Taylor Stitch,Bottoms,The Fillmore Pant in Coal Terry,78.4
INF-TYS-APR-2026,None,Shorts,The Apres Short in Olive Pin Dot,72.0
INF-TYS-TRA-2026,Taylor Stitch,Shorts,The Trail Short in Tobacco,88.0
INF-TYS-RIB-2026,Taylor Stitch,Accessories,The Rib Beanie in Burgundy Heather,32.0
INF-TYS-RIB-2026,Taylor Stitch,Accessories,The Rib Beanie in Forest Heather,32.0
INF-TYS-RIB-2026,Taylor Stitch,Accessories,The Rib Beanie in Navy Heather,32.0
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Shop Shirt in Tobacco Boss Duck,168.0
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Shop Shirt in Coal Boss Duck,168.0
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Charcoal Donegal,100.0
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Forest,98.0
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Midnight,125.0
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Sun Bleached Chambray,64.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Roped Indigo,108.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Slate Broken Herringbone,108.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Slate Plaid,98.0
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Shop Shirt in Indigo Boss Duck,138.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Khaki Cord,105.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Moss Cord,105.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Slate Cord,100.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Navy Oxford,88.0
INF-TYS-V-N-2026,None,Knits,The V-Neck Tee in White,29.0
INF-TYS-CRE-2026,None,Knits,The Crewneck Pocket Tee in White,29.0
INF-TYS-CAR-2026,None,Wovens,The Caroline in White Pinpoint Oxford,49.0
INF-TYS-CRE-2026,None,Knits,The Crewneck Pocket Tee in Natural,29.0
INF-TYS-SEQ-2026,None,Knits,The Sequoia Stripe Tee in Navy & Grey,29.0
INF-TYS-CRE-2026,None,Knits,The Crewneck Pocket Tee in Sausalito Stripe,19.0
INF-TYS-MEC-2026,None,Wovens,The Mechanic in Black,49.0
INF-TYS-SLI-2026,None,Pants,The Slim Chino in Olive,59.0
INF-TYS-SLI-2026,None,Pants,The Slim Chino in Navy,69.0
INF-TYS-CAL-2026,None,Wovens,The California in Indigo Cherry Blossom,99.0
INF-TYS-CHO-2026,None,Pants,The Chore Pant in Camel,98.0
INF-TYS-JAC-2026,None,Wovens,The Jack in Sea Washed Denim,59.0
INF-TYS-SLI-2026,None,Pants,The Slim Chino in Ash,59.0
INF-TYS-KAT-2026,None,Wovens,The Katherine in Washed Black Oxford,99.0
INF-TYS-LON-2026,None,Outerwear,The Long Haul Jacket in Cone Mills '68 Selvage,188.0
INF-TYS-CHO-2026,None,Pants,The Chore Pant in Coal,98.0
INF-TYS-STU-2026,None,Wovens,The Studio Shirt in Blue Everyday Chambray,49.0
INF-TYS-CAM-2026,None,Pants,The Camp Pant in Olive Drab Selvage,109.0
INF-TYS-PAC-2026,None,Outerwear,The Pacific Jacket in Cone Mills Stretch Selvage,79.0
INF-TYS-LON-2026,None,Outerwear,The Long Haul Jacket in Field Tan Waxed Canvas,98.0
INF-TYS-JUN-2026,None,Dresses,The Juniper Dress in Smoke,89.0
INF-TYS-JUN-2026,None,Dresses,The Juniper Dress in Ivory,49.0
INF-TYS-LOM-2026,None,Dresses,The Loma Dress in Navy,49.0
INF-TYS-LEG-2026,None,Accessories,The Legend in Crystal with Bottle Green Lenses,175.0
INF-TYS-LEG-2026,None,Accessories,The Legend in Honey Tortoise with G15 Lenses,175.0
INF-TYS-LOM-2026,None,Dresses,The Loma Dress in Olive,49.0
INF-TYS-LEG-2026,None,Accessories,The Legend in Black with G15 Lenses,175.0
INF-TYS-LEG-2026,None,Accessories,The Legend in Brown Tortoise with Amber Lenses,175.0
INF-TYS-PAR-2026,None,Wovens,The Parker in Indigo Stripe,99.0
INF-TYS-PAR-2026,None,Wovens,The Parker in Chambray,79.0
INF-TYS-JAC-2026,None,Wovens,The Jack in Indigo Stripe Selvage,59.0
INF-TYS-SON-2026,None,Wovens,The Sonoma Top in Indigo Jacquard,99.0
INF-TYS-GRE-2026,None,Bottoms,The Greenwich Pant in Natural Denim,49.0
INF-TYS-PAC-2026,None,Outerwear,The Pacific Jacket in Natural Denim,168.0
INF-TYS-DIL-2026,None,Wovens,The Dillon in Tri Dot Silk Batik,89.0
INF-TYS-SON-2026,None,Wovens,The Sonoma Top in Natural Linen,79.0
INF-TYS-KAT-2026,None,Wovens,The Katherine in Indigo Stripe,79.0
